,,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter
,,dummy,omnet,omnet,omnet,omnet,vadere,vadere,vadere,vadere,vadere,vadere
,,number_of_agents_mean,**wlan[*].radio.transmitter.power,*.hostMobile[*].app[1].messageLength,*.manager.host,*.manager.useVadereSeed,attributesSimulation.fixedSeed,attributesSimulation.useFixedSeed,sources.[id==1].distributionParameters,sources.[id==2].distributionParameters,sources.[id==5].distributionParameters,sources.[id==6].distributionParameters
id,run_id,,,,,,,,,,,
1131,0,1329.0,0.68mW,4265B,"""vadere_Sample__1131_0""",true,65722447231342458,True,[3.3225000000000002],[3.3225000000000002],[3.3225000000000002],[3.3225000000000002]
1132,0,1329.0,0.68mW,3215B,"""vadere_Sample__1132_0""",true,65722447231342458,True,[3.3225000000000002],[3.3225000000000002],[3.3225000000000002],[3.3225000000000002]
1133,0,1237.0,0.68mW,4265B,"""vadere_Sample__1133_0""",true,65722447231342458,True,[3.0925000000000002],[3.0925000000000002],[3.0925000000000002],[3.0925000000000002]
1134,0,1237.0,0.95mW,3215B,"""vadere_Sample__1134_0""",true,65722447231342458,True,[3.0925000000000002],[3.0925000000000002],[3.0925000000000002],[3.0925000000000002]
1135,0,1237.0,0.68mW,3215B,"""vadere_Sample__1135_0""",true,65722447231342458,True,[3.0925000000000002],[3.0925000000000002],[3.0925000000000002],[3.0925000000000002]
1136,0,583.0,1.32mW,515B,"""vadere_Sample__1136_0""",true,65722447231342458,True,[1.4575],[1.4575],[1.4575],[1.4575]
1137,0,108.0,1.32mW,515B,"""vadere_Sample__1137_0""",true,65722447231342458,True,[0.27],[0.27],[0.27],[0.27]
1138,0,583.0,1.32mW,4465B,"""vadere_Sample__1138_0""",true,65722447231342458,True,[1.4575],[1.4575],[1.4575],[1.4575]
1139,0,583.0,1.05mW,515B,"""vadere_Sample__1139_0""",true,65722447231342458,True,[1.4575],[1.4575],[1.4575],[1.4575]
1140,0,583.0,1.05mW,4465B,"""vadere_Sample__1140_0""",true,65722447231342458,True,[1.4575],[1.4575],[1.4575],[1.4575]
1141,0,108.0,1.05mW,515B,"""vadere_Sample__1141_0""",true,65722447231342458,True,[0.27],[0.27],[0.27],[0.27]
1142,0,108.0,1.32mW,4465B,"""vadere_Sample__1142_0""",true,65722447231342458,True,[0.27],[0.27],[0.27],[0.27]
1143,0,108.0,1.05mW,4465B,"""vadere_Sample__1143_0""",true,65722447231342458,True,[0.27],[0.27],[0.27],[0.27]
1144,0,117.0,0.57mW,3015B,"""vadere_Sample__1144_0""",true,65722447231342458,True,[0.2925],[0.2925],[0.2925],[0.2925]
1145,0,561.0,0.57mW,3015B,"""vadere_Sample__1145_0""",true,65722447231342458,True,[1.4025],[1.4025],[1.4025],[1.4025]
1146,0,117.0,0.57mW,1965B,"""vadere_Sample__1146_0""",true,65722447231342458,True,[0.2925],[0.2925],[0.2925],[0.2925]
1147,0,117.0,1.8mW,3015B,"""vadere_Sample__1147_0""",true,65722447231342458,True,[0.2925],[0.2925],[0.2925],[0.2925]
1148,0,117.0,1.8mW,1965B,"""vadere_Sample__1148_0""",true,65722447231342458,True,[0.2925],[0.2925],[0.2925],[0.2925]
1149,0,561.0,1.8mW,3015B,"""vadere_Sample__1149_0""",true,65722447231342458,True,[1.4025],[1.4025],[1.4025],[1.4025]
1150,0,561.0,0.57mW,1965B,"""vadere_Sample__1150_0""",true,65722447231342458,True,[1.4025],[1.4025],[1.4025],[1.4025]
1151,0,561.0,1.8mW,1965B,"""vadere_Sample__1151_0""",true,65722447231342458,True,[1.4025],[1.4025],[1.4025],[1.4025]
1152,0,80.0,1.42mW,2077B,"""vadere_Sample__1152_0""",true,65722447231342458,True,[0.2],[0.2],[0.2],[0.2]
1153,0,1874.0,1.42mW,2077B,"""vadere_Sample__1153_0""",true,65722447231342458,True,[4.6850000000000005],[4.6850000000000005],[4.6850000000000005],[4.6850000000000005]
1154,0,80.0,1.42mW,4152B,"""vadere_Sample__1154_0""",true,65722447231342458,True,[0.2],[0.2],[0.2],[0.2]
1155,0,80.0,1.9mW,2077B,"""vadere_Sample__1155_0""",true,65722447231342458,True,[0.2],[0.2],[0.2],[0.2]
1156,0,80.0,1.9mW,4152B,"""vadere_Sample__1156_0""",true,65722447231342458,True,[0.2],[0.2],[0.2],[0.2]
1157,0,1874.0,1.9mW,2077B,"""vadere_Sample__1157_0""",true,65722447231342458,True,[4.6850000000000005],[4.6850000000000005],[4.6850000000000005],[4.6850000000000005]
1158,0,1874.0,1.42mW,4152B,"""vadere_Sample__1158_0""",true,65722447231342458,True,[4.6850000000000005],[4.6850000000000005],[4.6850000000000005],[4.6850000000000005]
1159,0,1874.0,1.9mW,4152B,"""vadere_Sample__1159_0""",true,65722447231342458,True,[4.6850000000000005],[4.6850000000000005],[4.6850000000000005],[4.6850000000000005]
1160,0,495.0,0.67mW,4577B,"""vadere_Sample__1160_0""",true,65722447231342458,True,[1.2375],[1.2375],[1.2375],[1.2375]
1161,0,341.0,0.67mW,4577B,"""vadere_Sample__1161_0""",true,65722447231342458,True,[0.8525],[0.8525],[0.8525],[0.8525]
1162,0,495.0,0.67mW,1652B,"""vadere_Sample__1162_0""",true,65722447231342458,True,[1.2375],[1.2375],[1.2375],[1.2375]
1163,0,495.0,1.15mW,4577B,"""vadere_Sample__1163_0""",true,65722447231342458,True,[1.2375],[1.2375],[1.2375],[1.2375]
1164,0,495.0,1.15mW,1652B,"""vadere_Sample__1164_0""",true,65722447231342458,True,[1.2375],[1.2375],[1.2375],[1.2375]
1165,0,341.0,1.15mW,4577B,"""vadere_Sample__1165_0""",true,65722447231342458,True,[0.8525],[0.8525],[0.8525],[0.8525]
1166,0,341.0,0.67mW,1652B,"""vadere_Sample__1166_0""",true,65722447231342458,True,[0.8525],[0.8525],[0.8525],[0.8525]
1167,0,341.0,1.15mW,1652B,"""vadere_Sample__1167_0""",true,65722447231342458,True,[0.8525],[0.8525],[0.8525],[0.8525]
1168,0,1018.0,1.79mW,827B,"""vadere_Sample__1168_0""",true,65722447231342458,True,[2.545],[2.545],[2.545],[2.545]
1169,0,663.0,1.79mW,827B,"""vadere_Sample__1169_0""",true,65722447231342458,True,[1.6575],[1.6575],[1.6575],[1.6575]
1170,0,1018.0,1.79mW,402B,"""vadere_Sample__1170_0""",true,65722447231342458,True,[2.545],[2.545],[2.545],[2.545]
1171,0,1018.0,0.77mW,827B,"""vadere_Sample__1171_0""",true,65722447231342458,True,[2.545],[2.545],[2.545],[2.545]
1172,0,1018.0,0.77mW,402B,"""vadere_Sample__1172_0""",true,65722447231342458,True,[2.545],[2.545],[2.545],[2.545]
1173,0,663.0,0.77mW,827B,"""vadere_Sample__1173_0""",true,65722447231342458,True,[1.6575],[1.6575],[1.6575],[1.6575]
1174,0,663.0,1.79mW,402B,"""vadere_Sample__1174_0""",true,65722447231342458,True,[1.6575],[1.6575],[1.6575],[1.6575]
1175,0,663.0,0.77mW,402B,"""vadere_Sample__1175_0""",true,65722447231342458,True,[1.6575],[1.6575],[1.6575],[1.6575]
1176,0,246.0,1.04mW,3327B,"""vadere_Sample__1176_0""",true,65722447231342458,True,[0.615],[0.615],[0.615],[0.615]
1177,0,147.0,1.04mW,3327B,"""vadere_Sample__1177_0""",true,65722447231342458,True,[0.3675],[0.3675],[0.3675],[0.3675]
1178,0,246.0,1.04mW,2902B,"""vadere_Sample__1178_0""",true,65722447231342458,True,[0.615],[0.615],[0.615],[0.615]
1179,0,246.0,1.52mW,3327B,"""vadere_Sample__1179_0""",true,65722447231342458,True,[0.615],[0.615],[0.615],[0.615]
1180,0,246.0,1.52mW,2902B,"""vadere_Sample__1180_0""",true,65722447231342458,True,[0.615],[0.615],[0.615],[0.615]
1181,0,147.0,1.52mW,3327B,"""vadere_Sample__1181_0""",true,65722447231342458,True,[0.3675],[0.3675],[0.3675],[0.3675]
1182,0,147.0,1.04mW,2902B,"""vadere_Sample__1182_0""",true,65722447231342458,True,[0.3675],[0.3675],[0.3675],[0.3675]
1183,0,147.0,1.52mW,2902B,"""vadere_Sample__1183_0""",true,65722447231342458,True,[0.3675],[0.3675],[0.3675],[0.3675]
1184,0,156.0,0.86mW,202B,"""vadere_Sample__1184_0""",true,65722447231342458,True,[0.39],[0.39],[0.39],[0.39]
1185,0,72.0,0.86mW,202B,"""vadere_Sample__1185_0""",true,65722447231342458,True,[0.18],[0.18],[0.18],[0.18]
1186,0,156.0,0.86mW,3527B,"""vadere_Sample__1186_0""",true,65722447231342458,True,[0.39],[0.39],[0.39],[0.39]
1187,0,156.0,1.71mW,202B,"""vadere_Sample__1187_0""",true,65722447231342458,True,[0.39],[0.39],[0.39],[0.39]
1188,0,156.0,1.71mW,3527B,"""vadere_Sample__1188_0""",true,65722447231342458,True,[0.39],[0.39],[0.39],[0.39]
1189,0,72.0,1.71mW,202B,"""vadere_Sample__1189_0""",true,65722447231342458,True,[0.18],[0.18],[0.18],[0.18]
1190,0,72.0,0.86mW,3527B,"""vadere_Sample__1190_0""",true,65722447231342458,True,[0.18],[0.18],[0.18],[0.18]
1191,0,72.0,1.71mW,3527B,"""vadere_Sample__1191_0""",true,65722447231342458,True,[0.18],[0.18],[0.18],[0.18]
1192,0,691.0,1.61mW,2702B,"""vadere_Sample__1192_0""",true,65722447231342458,True,[1.7275],[1.7275],[1.7275],[1.7275]
1193,0,476.0,1.61mW,2702B,"""vadere_Sample__1193_0""",true,65722447231342458,True,[1.19],[1.19],[1.19],[1.19]
1194,0,691.0,1.61mW,1027B,"""vadere_Sample__1194_0""",true,65722447231342458,True,[1.7275],[1.7275],[1.7275],[1.7275]
1195,0,691.0,0.96mW,2702B,"""vadere_Sample__1195_0""",true,65722447231342458,True,[1.7275],[1.7275],[1.7275],[1.7275]
1196,0,691.0,0.96mW,1027B,"""vadere_Sample__1196_0""",true,65722447231342458,True,[1.7275],[1.7275],[1.7275],[1.7275]
1197,0,476.0,0.96mW,2702B,"""vadere_Sample__1197_0""",true,65722447231342458,True,[1.19],[1.19],[1.19],[1.19]
1198,0,476.0,1.61mW,1027B,"""vadere_Sample__1198_0""",true,65722447231342458,True,[1.19],[1.19],[1.19],[1.19]
1199,0,476.0,0.96mW,1027B,"""vadere_Sample__1199_0""",true,65722447231342458,True,[1.19],[1.19],[1.19],[1.19]
1200,0,355.0,1.23mW,1452B,"""vadere_Sample__1200_0""",true,65722447231342458,True,[0.8875000000000001],[0.8875000000000001],[0.8875000000000001],[0.8875000000000001]
1201,0,234.0,1.23mW,1452B,"""vadere_Sample__1201_0""",true,65722447231342458,True,[0.585],[0.585],[0.585],[0.585]
1202,0,355.0,1.23mW,2277B,"""vadere_Sample__1202_0""",true,65722447231342458,True,[0.8875000000000001],[0.8875000000000001],[0.8875000000000001],[0.8875000000000001]
1203,0,355.0,0.58mW,1452B,"""vadere_Sample__1203_0""",true,65722447231342458,True,[0.8875000000000001],[0.8875000000000001],[0.8875000000000001],[0.8875000000000001]
1204,0,355.0,0.58mW,2277B,"""vadere_Sample__1204_0""",true,65722447231342458,True,[0.8875000000000001],[0.8875000000000001],[0.8875000000000001],[0.8875000000000001]
1205,0,234.0,0.58mW,1452B,"""vadere_Sample__1205_0""",true,65722447231342458,True,[0.585],[0.585],[0.585],[0.585]
1206,0,234.0,1.23mW,2277B,"""vadere_Sample__1206_0""",true,65722447231342458,True,[0.585],[0.585],[0.585],[0.585]
1207,0,234.0,0.58mW,2277B,"""vadere_Sample__1207_0""",true,65722447231342458,True,[0.585],[0.585],[0.585],[0.585]
1208,0,15.0,1.98mW,3952B,"""vadere_Sample__1208_0""",true,65722447231342458,True,[0.0375],[0.0375],[0.0375],[0.0375]
1209,0,966.0,1.98mW,3952B,"""vadere_Sample__1209_0""",true,65722447231342458,True,[2.415],[2.415],[2.415],[2.415]
1210,0,15.0,1.98mW,4777B,"""vadere_Sample__1210_0""",true,65722447231342458,True,[0.0375],[0.0375],[0.0375],[0.0375]
1211,0,15.0,1.33mW,3952B,"""vadere_Sample__1211_0""",true,65722447231342458,True,[0.0375],[0.0375],[0.0375],[0.0375]
1212,0,15.0,1.33mW,4777B,"""vadere_Sample__1212_0""",true,65722447231342458,True,[0.0375],[0.0375],[0.0375],[0.0375]
1213,0,966.0,1.33mW,3952B,"""vadere_Sample__1213_0""",true,65722447231342458,True,[2.415],[2.415],[2.415],[2.415]
1214,0,966.0,1.98mW,4777B,"""vadere_Sample__1214_0""",true,65722447231342458,True,[2.415],[2.415],[2.415],[2.415]
1215,0,966.0,1.33mW,4777B,"""vadere_Sample__1215_0""",true,65722447231342458,True,[2.415],[2.415],[2.415],[2.415]
1216,0,16.0,0.84mW,1042B,"""vadere_Sample__1216_0""",true,65722447231342458,True,[0.04],[0.04],[0.04],[0.04]
1217,0,186.0,0.84mW,1042B,"""vadere_Sample__1217_0""",true,65722447231342458,True,[0.465],[0.465],[0.465],[0.465]
1218,0,16.0,0.84mW,2062B,"""vadere_Sample__1218_0""",true,65722447231342458,True,[0.04],[0.04],[0.04],[0.04]
1219,0,16.0,1.19mW,1042B,"""vadere_Sample__1219_0""",true,65722447231342458,True,[0.04],[0.04],[0.04],[0.04]
1220,0,16.0,1.19mW,2062B,"""vadere_Sample__1220_0""",true,65722447231342458,True,[0.04],[0.04],[0.04],[0.04]
1221,0,186.0,1.19mW,1042B,"""vadere_Sample__1221_0""",true,65722447231342458,True,[0.465],[0.465],[0.465],[0.465]
1222,0,186.0,0.84mW,2062B,"""vadere_Sample__1222_0""",true,65722447231342458,True,[0.465],[0.465],[0.465],[0.465]
1223,0,186.0,1.19mW,2062B,"""vadere_Sample__1223_0""",true,65722447231342458,True,[0.465],[0.465],[0.465],[0.465]
1224,0,359.0,1.59mW,3542B,"""vadere_Sample__1224_0""",true,65722447231342458,True,[0.8975],[0.8975],[0.8975],[0.8975]
1225,0,783.0,1.59mW,3542B,"""vadere_Sample__1225_0""",true,65722447231342458,True,[1.9575],[1.9575],[1.9575],[1.9575]
1226,0,359.0,1.59mW,4562B,"""vadere_Sample__1226_0""",true,65722447231342458,True,[0.8975],[0.8975],[0.8975],[0.8975]
1227,0,359.0,1.94mW,3542B,"""vadere_Sample__1227_0""",true,65722447231342458,True,[0.8975],[0.8975],[0.8975],[0.8975]
1228,0,359.0,1.94mW,4562B,"""vadere_Sample__1228_0""",true,65722447231342458,True,[0.8975],[0.8975],[0.8975],[0.8975]
1229,0,783.0,1.94mW,3542B,"""vadere_Sample__1229_0""",true,65722447231342458,True,[1.9575],[1.9575],[1.9575],[1.9575]
1230,0,783.0,1.59mW,4562B,"""vadere_Sample__1230_0""",true,65722447231342458,True,[1.9575],[1.9575],[1.9575],[1.9575]
1231,0,783.0,1.94mW,4562B,"""vadere_Sample__1231_0""",true,65722447231342458,True,[1.9575],[1.9575],[1.9575],[1.9575]
1232,0,698.0,1.21mW,2292B,"""vadere_Sample__1232_0""",true,65722447231342458,True,[1.745],[1.745],[1.745],[1.745]
1233,0,37.0,1.21mW,2292B,"""vadere_Sample__1233_0""",true,65722447231342458,True,[0.0925],[0.0925],[0.0925],[0.0925]
1234,0,698.0,1.21mW,3312B,"""vadere_Sample__1234_0""",true,65722447231342458,True,[1.745],[1.745],[1.745],[1.745]
1235,0,698.0,1.56mW,2292B,"""vadere_Sample__1235_0""",true,65722447231342458,True,[1.745],[1.745],[1.745],[1.745]
1236,0,698.0,1.56mW,3312B,"""vadere_Sample__1236_0""",true,65722447231342458,True,[1.745],[1.745],[1.745],[1.745]
1237,0,37.0,1.56mW,2292B,"""vadere_Sample__1237_0""",true,65722447231342458,True,[0.0925],[0.0925],[0.0925],[0.0925]
1238,0,37.0,1.21mW,3312B,"""vadere_Sample__1238_0""",true,65722447231342458,True,[0.0925],[0.0925],[0.0925],[0.0925]
1239,0,37.0,1.56mW,3312B,"""vadere_Sample__1239_0""",true,65722447231342458,True,[0.0925],[0.0925],[0.0925],[0.0925]
1240,0,159.0,1.96mW,4792B,"""vadere_Sample__1240_0""",true,65722447231342458,True,[0.3975],[0.3975],[0.3975],[0.3975]
1241,0,400.0,1.96mW,4792B,"""vadere_Sample__1241_0""",true,65722447231342458,True,[1.0],[1.0],[1.0],[1.0]
1242,0,159.0,1.96mW,812B,"""vadere_Sample__1242_0""",true,65722447231342458,True,[0.3975],[0.3975],[0.3975],[0.3975]
1243,0,159.0,0.81mW,4792B,"""vadere_Sample__1243_0""",true,65722447231342458,True,[0.3975],[0.3975],[0.3975],[0.3975]
1244,0,159.0,0.81mW,812B,"""vadere_Sample__1244_0""",true,65722447231342458,True,[0.3975],[0.3975],[0.3975],[0.3975]
1245,0,400.0,0.81mW,4792B,"""vadere_Sample__1245_0""",true,65722447231342458,True,[1.0],[1.0],[1.0],[1.0]
1246,0,400.0,1.96mW,812B,"""vadere_Sample__1246_0""",true,65722447231342458,True,[1.0],[1.0],[1.0],[1.0]
1247,0,400.0,0.81mW,812B,"""vadere_Sample__1247_0""",true,65722447231342458,True,[1.0],[1.0],[1.0],[1.0]
1248,0,249.0,1.4mW,1667B,"""vadere_Sample__1248_0""",true,65722447231342458,True,[0.6225],[0.6225],[0.6225],[0.6225]
1249,0,555.0,1.4mW,1667B,"""vadere_Sample__1249_0""",true,65722447231342458,True,[1.3875],[1.3875],[1.3875],[1.3875]
1250,0,249.0,1.4mW,187B,"""vadere_Sample__1250_0""",true,65722447231342458,True,[0.6225],[0.6225],[0.6225],[0.6225]
1251,0,249.0,1.0mW,1667B,"""vadere_Sample__1251_0""",true,65722447231342458,True,[0.6225],[0.6225],[0.6225],[0.6225]
1252,0,249.0,1.0mW,187B,"""vadere_Sample__1252_0""",true,65722447231342458,True,[0.6225],[0.6225],[0.6225],[0.6225]
1253,0,555.0,1.0mW,1667B,"""vadere_Sample__1253_0""",true,65722447231342458,True,[1.3875],[1.3875],[1.3875],[1.3875]
1254,0,555.0,1.4mW,187B,"""vadere_Sample__1254_0""",true,65722447231342458,True,[1.3875],[1.3875],[1.3875],[1.3875]
1255,0,555.0,1.0mW,187B,"""vadere_Sample__1255_0""",true,65722447231342458,True,[1.3875],[1.3875],[1.3875],[1.3875]
1256,0,1032.0,0.65mW,4167B,"""vadere_Sample__1256_0""",true,65722447231342458,True,[2.58],[2.58],[2.58],[2.58]
1257,0,106.0,0.65mW,4167B,"""vadere_Sample__1257_0""",true,65722447231342458,True,[0.265],[0.265],[0.265],[0.265]
1258,0,1032.0,0.65mW,2687B,"""vadere_Sample__1258_0""",true,65722447231342458,True,[2.58],[2.58],[2.58],[2.58]
1259,0,1032.0,1.75mW,4167B,"""vadere_Sample__1259_0""",true,65722447231342458,True,[2.58],[2.58],[2.58],[2.58]
1260,0,1032.0,1.75mW,2687B,"""vadere_Sample__1260_0""",true,65722447231342458,True,[2.58],[2.58],[2.58],[2.58]
1261,0,106.0,1.75mW,4167B,"""vadere_Sample__1261_0""",true,65722447231342458,True,[0.265],[0.265],[0.265],[0.265]
1262,0,106.0,0.65mW,2687B,"""vadere_Sample__1262_0""",true,65722447231342458,True,[0.265],[0.265],[0.265],[0.265]
1263,0,106.0,1.75mW,2687B,"""vadere_Sample__1263_0""",true,65722447231342458,True,[0.265],[0.265],[0.265],[0.265]
1264,0,500.0,1.78mW,417B,"""vadere_Sample__1264_0""",true,65722447231342458,True,[1.25],[1.25],[1.25],[1.25]
1265,0,1215.0,1.78mW,417B,"""vadere_Sample__1265_0""",true,65722447231342458,True,[3.0375],[3.0375],[3.0375],[3.0375]
1266,0,500.0,1.78mW,3937B,"""vadere_Sample__1266_0""",true,65722447231342458,True,[1.25],[1.25],[1.25],[1.25]
1267,0,500.0,1.37mW,417B,"""vadere_Sample__1267_0""",true,65722447231342458,True,[1.25],[1.25],[1.25],[1.25]
1268,0,500.0,1.37mW,3937B,"""vadere_Sample__1268_0""",true,65722447231342458,True,[1.25],[1.25],[1.25],[1.25]
1269,0,1215.0,1.37mW,417B,"""vadere_Sample__1269_0""",true,65722447231342458,True,[3.0375],[3.0375],[3.0375],[3.0375]
1270,0,1215.0,1.78mW,3937B,"""vadere_Sample__1270_0""",true,65722447231342458,True,[3.0375],[3.0375],[3.0375],[3.0375]
1271,0,1215.0,1.37mW,3937B,"""vadere_Sample__1271_0""",true,65722447231342458,True,[3.0375],[3.0375],[3.0375],[3.0375]
1272,0,83.0,1.03mW,2917B,"""vadere_Sample__1272_0""",true,65722447231342458,True,[0.20750000000000002],[0.20750000000000002],[0.20750000000000002],[0.20750000000000002]
1273,0,281.0,1.03mW,2917B,"""vadere_Sample__1273_0""",true,65722447231342458,True,[0.7025],[0.7025],[0.7025],[0.7025]
1274,0,83.0,1.03mW,1437B,"""vadere_Sample__1274_0""",true,65722447231342458,True,[0.20750000000000002],[0.20750000000000002],[0.20750000000000002],[0.20750000000000002]
1275,0,83.0,0.62mW,2917B,"""vadere_Sample__1275_0""",true,65722447231342458,True,[0.20750000000000002],[0.20750000000000002],[0.20750000000000002],[0.20750000000000002]
1276,0,83.0,0.62mW,1437B,"""vadere_Sample__1276_0""",true,65722447231342458,True,[0.20750000000000002],[0.20750000000000002],[0.20750000000000002],[0.20750000000000002]
1277,0,281.0,0.62mW,2917B,"""vadere_Sample__1277_0""",true,65722447231342458,True,[0.7025],[0.7025],[0.7025],[0.7025]
1278,0,281.0,1.03mW,1437B,"""vadere_Sample__1278_0""",true,65722447231342458,True,[0.7025],[0.7025],[0.7025],[0.7025]
1279,0,281.0,0.62mW,1437B,"""vadere_Sample__1279_0""",true,65722447231342458,True,[0.7025],[0.7025],[0.7025],[0.7025]
1280,0,119.0,1.68mW,1979B,"""vadere_Sample__1280_0""",true,65722447231342458,True,[0.2975],[0.2975],[0.2975],[0.2975]
1281,0,144.0,1.68mW,1979B,"""vadere_Sample__1281_0""",true,65722447231342458,True,[0.36],[0.36],[0.36],[0.36]
1282,0,119.0,1.68mW,4875B,"""vadere_Sample__1282_0""",true,65722447231342458,True,[0.2975],[0.2975],[0.2975],[0.2975]
1283,0,119.0,0.72mW,1979B,"""vadere_Sample__1283_0""",true,65722447231342458,True,[0.2975],[0.2975],[0.2975],[0.2975]
1284,0,119.0,0.72mW,4875B,"""vadere_Sample__1284_0""",true,65722447231342458,True,[0.2975],[0.2975],[0.2975],[0.2975]
1285,0,144.0,0.72mW,1979B,"""vadere_Sample__1285_0""",true,65722447231342458,True,[0.36],[0.36],[0.36],[0.36]
1286,0,144.0,1.68mW,4875B,"""vadere_Sample__1286_0""",true,65722447231342458,True,[0.36],[0.36],[0.36],[0.36]
1287,0,144.0,0.72mW,4875B,"""vadere_Sample__1287_0""",true,65722447231342458,True,[0.36],[0.36],[0.36],[0.36]
1288,0,589.0,0.93mW,4479B,"""vadere_Sample__1288_0""",true,65722447231342458,True,[1.4725],[1.4725],[1.4725],[1.4725]
1289,0,656.0,0.93mW,4479B,"""vadere_Sample__1289_0""",true,65722447231342458,True,[1.6400000000000001],[1.6400000000000001],[1.6400000000000001],[1.6400000000000001]
1290,0,589.0,0.93mW,2375B,"""vadere_Sample__1290_0""",true,65722447231342458,True,[1.4725],[1.4725],[1.4725],[1.4725]
1291,0,589.0,1.47mW,4479B,"""vadere_Sample__1291_0""",true,65722447231342458,True,[1.4725],[1.4725],[1.4725],[1.4725]
1292,0,589.0,1.47mW,2375B,"""vadere_Sample__1292_0""",true,65722447231342458,True,[1.4725],[1.4725],[1.4725],[1.4725]
1293,0,656.0,1.47mW,4479B,"""vadere_Sample__1293_0""",true,65722447231342458,True,[1.6400000000000001],[1.6400000000000001],[1.6400000000000001],[1.6400000000000001]
1294,0,656.0,0.93mW,2375B,"""vadere_Sample__1294_0""",true,65722447231342458,True,[1.6400000000000001],[1.6400000000000001],[1.6400000000000001],[1.6400000000000001]
1295,0,656.0,1.47mW,2375B,"""vadere_Sample__1295_0""",true,65722447231342458,True,[1.6400000000000001],[1.6400000000000001],[1.6400000000000001],[1.6400000000000001]
1296,0,1357.0,1.31mW,729B,"""vadere_Sample__1296_0""",true,65722447231342458,True,[3.3925],[3.3925],[3.3925],[3.3925]
1297,0,337.0,1.31mW,729B,"""vadere_Sample__1297_0""",true,65722447231342458,True,[0.8425],[0.8425],[0.8425],[0.8425]
1298,0,1357.0,1.31mW,1125B,"""vadere_Sample__1298_0""",true,65722447231342458,True,[3.3925],[3.3925],[3.3925],[3.3925]
1299,0,1357.0,1.84mW,729B,"""vadere_Sample__1299_0""",true,65722447231342458,True,[3.3925],[3.3925],[3.3925],[3.3925]
1300,0,1357.0,1.84mW,1125B,"""vadere_Sample__1300_0""",true,65722447231342458,True,[3.3925],[3.3925],[3.3925],[3.3925]
1301,0,337.0,1.84mW,729B,"""vadere_Sample__1301_0""",true,65722447231342458,True,[0.8425],[0.8425],[0.8425],[0.8425]
1302,0,337.0,1.31mW,1125B,"""vadere_Sample__1302_0""",true,65722447231342458,True,[0.8425],[0.8425],[0.8425],[0.8425]
1303,0,337.0,1.84mW,1125B,"""vadere_Sample__1303_0""",true,65722447231342458,True,[0.8425],[0.8425],[0.8425],[0.8425]
1304,0,301.0,0.56mW,3229B,"""vadere_Sample__1304_0""",true,65722447231342458,True,[0.7525000000000001],[0.7525000000000001],[0.7525000000000001],[0.7525000000000001]
1305,0,1799.0,0.56mW,3229B,"""vadere_Sample__1305_0""",true,65722447231342458,True,[4.4975000000000005],[4.4975000000000005],[4.4975000000000005],[4.4975000000000005]
1306,0,301.0,0.56mW,3625B,"""vadere_Sample__1306_0""",true,65722447231342458,True,[0.7525000000000001],[0.7525000000000001],[0.7525000000000001],[0.7525000000000001]
1307,0,301.0,1.09mW,3229B,"""vadere_Sample__1307_0""",true,65722447231342458,True,[0.7525000000000001],[0.7525000000000001],[0.7525000000000001],[0.7525000000000001]
1308,0,301.0,1.09mW,3625B,"""vadere_Sample__1308_0""",true,65722447231342458,True,[0.7525000000000001],[0.7525000000000001],[0.7525000000000001],[0.7525000000000001]
1309,0,1799.0,1.09mW,3229B,"""vadere_Sample__1309_0""",true,65722447231342458,True,[4.4975000000000005],[4.4975000000000005],[4.4975000000000005],[4.4975000000000005]
